Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,pIC50,Standardized Smiles,Molecule
CHEMBL214868,,None,402.81,0,4.75,2f,COc1cc2c(cc1OC)Oc1ncnc(Nc3cccc(Cl)c3F)c1NC2,IC50,'=',300.0,nM,6.52,No Comment,,UO_0000065,,,,,0,CHEMBL906925,Inhibition of EGFR measured as pGAT-biotin peptide phosphorylation in presence of 2.0 uM ATP by HTRF assay,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1149491,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,None,,,6.5229,COc1cc2c(cc1OC)Oc1ncnc(Nc3cccc(Cl)c3F)c1NC2,<rdkit.Chem.rdchem.Mol object at 0x000001B30B932D50>
CHEMBL57892,,None,418.90,0,4.94,23,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNC(C)(C)C,IC50,'=',100.0,nM,7.0,No Comment,,UO_0000065,16.71,0.33,2.06,10.25,0,CHEMBL677210,In vitro inhibitory activity against Epidermal growth factor receptor (EGFR-TK) from A431 vulval squamous carcinoma cells using TKI assay,B,BAO_0000219,cell-based format,None,None,None,A-431,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134804,1,Scientific Literature,Bioorg Med Chem Lett,2001.0,CHEMBL3307523,,,7.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNC(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001B30B932EA0>
CHEMBL208292,,None,429.88,0,3.62,7,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(N)=O,IC50,'=',10.0,nM,8.0,No Comment,,UO_0000065,18.61,0.36,4.38,8.57,0,CHEMBL853149,Inhibition of EGFR in presence of 2 uM ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147701,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,None,,,8.0,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x000001B30B932F80>
CHEMBL287022,,None,379.78,0,4.00,11,CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,IC50,'=',3762.4,nM,5.42,No Comment,,UO_0000065,14.28,0.27,1.42,5.98,0,CHEMBL677385,Inhibition of peptide substrate phosphorylation by epidermal growth factor receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147619,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,None,,,5.4245,CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B933060>
CHEMBL204625,,None,444.90,1,5.57,8b,Nc1ccccc1C#Cc1cncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,IC50,'=',63.0,nM,7.2,No Comment,,UO_0000065,16.18,0.31,1.63,9.86,0,CHEMBL861550,Inhibition of EGFR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147004,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,None,,,7.2007,Nc1ccccc1C#Cc1cncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9330D0>
CHEMBL307145,PYROGALLOL,4.0,126.11,0,0.80,PYROGALLOL,Oc1cccc(O)c1O,IC50,'=',1230.0,nM,5.91,No Comment,,UO_0000065,46.86,0.90,5.11,9.74,0,CHEMBL1909203,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",B,BAO_0000219,cell-based format,None,None,None,Insect cells,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,None,,,5.9101,Oc1cccc(O)c1O,<rdkit.Chem.rdchem.Mol object at 0x000001B30B933140>
CHEMBL4282460,,None,334.76,0,3.07,Yfq71,O=C(O)CCCC(=O)Nc1cc(Nc2cccc(Cl)c2)ncn1,IC50,'=',7.0,nM,8.15,No Comment,,UO_0000065,24.36,0.48,5.08,7.83,0,CHEMBL4267257,Inhibition of N-terminal GST-tagged human EGFR del 747-750 mutant cytoplasmic domain expressed in baculovirus expression system using FAM-labeled peptide as substrate after 10 mins by mobility shift assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4265907,1,Scientific Literature,Eur J Med Chem,2018.0,None,,,8.1549,O=C(O)CCCC(=O)Nc1cc(Nc2cccc(Cl)c2)ncn1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9331B0>
CHEMBL24979,,None,489.39,1,5.39,27,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCN(C)CC1,IC50,'=',150.0,nM,6.82,No Comment,,UO_0000065,,,,,0,CHEMBL691873,Inhibition of human endothelial cell growth stimulate by endothelial growth factor,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Endothelial cell,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1135889,1,Scientific Literature,J Med Chem,2002.0,None,,,6.8239,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCN(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B933290>
CHEMBL71,CHLORPROMAZINE,4.0,318.87,0,4.89,CHLORPROMAZINE,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,IC50,'=',28868.0,nM,4.54,No Comment,,UO_0000065,14.24,0.30,-0.35,70.06,0,CHEMBL1909203,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",B,BAO_0000219,cell-based format,None,None,None,Insect cells,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,None,,,4.5396,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,<rdkit.Chem.rdchem.Mol object at 0x000001B30B933370>
CHEMBL4277911,,None,525.66,2,5.06,9,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(CC)CCN(C)C,IC50,'=',0.8,nM,9.1,No Comment,,UO_0000065,17.31,0.32,4.04,10.39,0,CHEMBL4258550,"Inhibition of recombinant human EGFR T790M/L858R double mutant (696 to end residues) using poly(Glu, Tyr) 4 : 1 as substrate after 1 hr by ELISA",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,P00533,"L858R,T790M",CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4257480,1,Scientific Literature,Medchemcomm,2018.0,None,,,9.0969,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(CC)CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9335A0>
CHEMBL3087209,,None,610.76,1,4.54,2a,C=CC(=O)NC1CCC(N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)CC1,IC50,'=',708.5,nM,6.15,No Comment,,UO_0000065,10.07,0.19,1.61,5.79,0,CHEMBL3088813,Inhibition of EGFR L858R/T790M double mutant (unknown origin) after 1.5 hrs by FRET-based Z'-Lyte assay,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,,P00533,"L858R,T790M",CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3085739,1,Scientific Literature,J Med Chem,2013.0,None,,,6.1497,C=CC(=O)NC1CCC(N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B933680>
CHEMBL359660,,None,612.09,2,5.83,7u (table 4),CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CC1C(=O)OC,IC50,'=',343.0,nM,6.46,No Comment,,UO_0000065,,,,,0,CHEMBL873338,Inhibition of human epidermal growth factor receptor (EGFR) autophosphorylation,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1142663,1,Scientific Literature,J Med Chem,2005.0,None,,,6.4647,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CC1C(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9336F0>
CHEMBL2448064,,None,453.35,0,4.55,21,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC1CCNCC1.Cl,IC50,'=',100.0,nM,7.0,No Comment,,UO_0000065,,,,,0,CHEMBL691873,Inhibition of human endothelial cell growth stimulate by endothelial growth factor,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Endothelial cell,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1135889,1,Scientific Literature,J Med Chem,2002.0,None,,,7.0,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC1CCNCC1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B933760>
CHEMBL304414,,None,562.72,2,7.97,10a,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21,IC50,'=',10000.0,nM,5.0,No Comment,,UO_0000065,8.89,0.17,-2.97,7.35,0,CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127560,1,Scientific Literature,J Med Chem,1994.0,None,,,5.0,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9337D0>
CHEMBL61119,,None,678.79,2,7.82,10k,CC(=O)Oc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC(C)=O)ccc3n1C)n2C,IC50,'=',5300.0,nM,5.28,No Comment,,UO_0000065,7.77,0.15,-2.54,4.37,0,CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127560,1,Scientific Literature,J Med Chem,1994.0,None,,,5.2757,CC(=O)Oc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(OC(C)=O)ccc3n1C)n2C,<rdkit.Chem.rdchem.Mol object at 0x000001B30B933840>
CHEMBL50647,,None,455.30,0,4.67,71,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,IC50,'=',220.0,nM,6.66,No Comment,,UO_0000065,14.62,0.29,1.99,6.86,0,CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1131066,1,Scientific Literature,J Med Chem,1998.0,None,,,6.6576,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9338B0>
CHEMBL3746268,,None,475.51,0,3.96,5j,CC(=O)N1N=C(c2ccc(C)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,IC50,'=',10920.0,nM,4.96,No Comment,,UO_0000065,10.43,0.19,1.00,4.14,0,CHEMBL3750872,Inhibition of His-tagged EGFR cytoplasmic domain (645-1186 aa) (unknown origin) assessed as inhibition of autophosphorylation by TR-fluorometry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3745647,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,None,,,4.9618,CC(=O)N1N=C(c2ccc(C)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B933920>
CHEMBL80155,,None,216.20,0,1.54,24,COc1cc(C=C(C#N)C#N)cc(O)c1O,IC50,'=',6000.0,nM,5.22,No Comment,,UO_0000065,24.15,0.45,3.68,5.37,0,CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1124610,1,Scientific Literature,J Med Chem,1989.0,None,,,5.2218,COc1cc(C=C(C#N)C#N)cc(O)c1O,<rdkit.Chem.rdchem.Mol object at 0x000001B30B933990>
CHEMBL332269,,None,377.28,0,4.51,24,CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,IC50,'=',4400.0,nM,5.36,No Comment,,UO_0000065,14.2,0.29,0.85,8.96,0,CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1131066,1,Scientific Literature,J Med Chem,1998.0,None,,,5.3565,CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B933A70>
CHEMBL8223,,None,471.61,1,5.75,8,CCN(CC)c1ccc(Nc2cc3c(cc2Nc2ccc(N(CC)CC)cc2)C(=O)NC3=O)cc1,IC50,'=',50000.0,nM,4.3,No Comment,,UO_0000065,9.12,0.17,-1.45,5.61,0,CHEMBL679549,Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127678,1,Scientific Literature,J Med Chem,1994.0,None,,,4.301,CCN(CC)c1ccc(Nc2cc3c(cc2Nc2ccc(N(CC)CC)cc2)C(=O)NC3=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B933AE0>
CHEMBL171311,,None,344.42,0,3.46,7c,Nc1ncnc2c1c(-c1ccccc1)cn2C(CO)Cc1ccccc1,IC50,'=',440.0,nM,6.36,No Comment,,UO_0000065,18.46,0.33,2.90,8.26,0,CHEMBL674693,Inhibition of Epidermal growth factor receptor (EGF-R) tyrosine kinase activity ,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134829,1,Scientific Literature,Bioorg Med Chem Lett,2001.0,None,,,6.3565,Nc1ncnc2c1c(-c1ccccc1)cn2C(CO)Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B933BC0>
CHEMBL263528,,None,366.43,0,1.51,5b,NC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1,IC50,'=',170.0,nM,6.77,No Comment,,UO_0000065,18.47,0.34,5.26,5.49,0,CHEMBL677878,Concentration required for inhibition of epidermal growth factor receptor (EGF-R) by tyrosine kinase enzyme activity,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134003,1,Scientific Literature,Bioorg Med Chem Lett,2001.0,None,,,6.7696,NC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B933CA0>
CHEMBL3235201,,None,458.48,0,4.21,5g,Cc1ccc(Oc2nc3ccc(C)cc3cc2/C=N/NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,IC50,'=',180.0,nM,6.75,No Comment,,UO_0000065,14.71,0.27,2.53,5.42,0,CHEMBL3240620,Inhibition of autophosphorylation of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells after 1 hr by time-resolved fluorometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3232917,1,Scientific Literature,Bioorg Med Chem Lett,2014.0,CHEMBL3308860,,,6.7447,Cc1ccc(Oc2nc3ccc(C)cc3cc2/C=N/NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B933D80>
CHEMBL3235204,,None,478.90,0,4.55,5j,Cc1ccc2nc(Oc3ccc(Cl)cc3)c(/C=N/NC(=O)Cn3c([N+](=O)[O-])cnc3C)cc2c1,IC50,'=',8660.0,nM,5.06,No Comment,,UO_0000065,10.57,0.20,0.51,4.06,0,CHEMBL3240620,Inhibition of autophosphorylation of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells after 1 hr by time-resolved fluorometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3232917,1,Scientific Literature,Bioorg Med Chem Lett,2014.0,CHEMBL3308860,,,5.0625,Cc1ccc2nc(Oc3ccc(Cl)cc3)c(/C=N/NC(=O)Cn3c([N+](=O)[O-])cnc3C)cc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B933DF0>
CHEMBL3234866,,None,460.45,0,3.60,5c,COc1ccc(Oc2nc3ccccc3cc2/C=N/NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,IC50,'=',270.0,nM,6.57,No Comment,,UO_0000065,14.27,0.26,2.97,4.91,0,CHEMBL3240620,Inhibition of autophosphorylation of EGFR cytoplasmic domain (amino acids 645 to 1186) (unknown origin) expressed in Sf9 cells after 1 hr by time-resolved fluorometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3232917,1,Scientific Literature,Bioorg Med Chem Lett,2014.0,CHEMBL3308860,,,6.5686,COc1ccc(Oc2nc3ccccc3cc2/C=N/NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B933E60>
CHEMBL7939,CGP-53353,None,365.34,0,4.34,4,O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21,IC50,'=',700.0,nM,6.16,No Comment,,UO_0000065,16.85,0.31,1.81,8.76,0,CHEMBL679549,Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127678,1,Scientific Literature,J Med Chem,1994.0,None,,,6.1549,O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21,<rdkit.Chem.rdchem.Mol object at 0x000001B30B933F40>
CHEMBL2425092,,None,458.92,0,4.28,21a,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC2(COC2)C1,IC50,'=',56.0,nM,7.25,No Comment,,UO_0000065,15.8,0.31,2.97,10.55,0,CHEMBL2429426,Inhibition of wild type EGFR (unknown origin) after 24 hrs by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL2424588,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,None,,,7.2518,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC2(COC2)C1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9340B0>
CHEMBL3965075,,None,461.48,1,5.32,7,CCOCc1ccc2c(c1)nc(NC(=O)c1cccc(C(F)(F)F)c1)n2[C@H]1CC[C@H](O)CC1,IC50,'=',470.0,nM,6.33,No Comment,,UO_0000065,13.71,0.26,1.01,8.28,0,CHEMBL3860363,Inhibition of N-terminal 6x-HIS-tagged human recombinant EGFR (696 to 1022 residues) L858R/T790M mutant expressed in Sf9 cells pre-incubated for 90 mins followed by 10 uM ATP addition by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,P00533,"L858R,T790M",CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3860038,1,Scientific Literature,J Med Chem,2016.0,CHEMBL3308860,,,6.3279,CCOCc1ccc2c(c1)nc(NC(=O)c1cccc(C(F)(F)F)c1)n2[C@H]1CC[C@H](O)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B934190>
CHEMBL3924500,,None,295.37,0,2.94,7d,S=C(NNc1nncc2ccccc12)Nc1ccccc1,IC50,'=',65.0,nM,7.19,No Comment,,UO_0000065,24.33,0.47,4.25,11.62,0,CHEMBL3870506,"Inhibition of EGFR (unknown origin) using poly (Glu, Tyr) 4:1 as substrate after 1 hr by ELISA",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3870309,1,Scientific Literature,Eur J Med Chem,2016.0,None,,,7.1871,S=C(NNc1nncc2ccccc12)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B934270>
CHEMBL3978686,,None,377.43,0,3.57,5d,O=S(=O)(Nc1ccccn1)c1ccc(Nc2nncc3ccccc23)cc1,IC50,'=',84.0,nM,7.08,No Comment,,UO_0000065,18.75,0.36,3.51,7.30,0,CHEMBL3870506,"Inhibition of EGFR (unknown origin) using poly (Glu, Tyr) 4:1 as substrate after 1 hr by ELISA",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL3870309,1,Scientific Literature,Eur J Med Chem,2016.0,None,,,7.0757,O=S(=O)(Nc1ccccn1)c1ccc(Nc2nncc3ccccc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B9342E0>
CHEMBL1929304,,None,313.34,0,3.94,3d,O=[N+]([O-])c1ccccc1-c1nnc(SCc2ccccc2)o1,IC50,'=',38320.0,nM,4.42,No Comment,,UO_0000065,14.1,0.27,0.48,5.38,0,CHEMBL1931161,Inhibition of recombinant His6-tagged EGFR expressed in baculovirus infected insect Sf9 cells using ATP as substrate and cofactor MgCl2 after 2 hrs by DELFIA/Time-resolved fluorometric analysis,B,BAO_0000219,cell-based format,None,None,None,Sf9,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1926674,1,Scientific Literature,Eur J Med Chem,2012.0,CHEMBL3308860,,,4.4166,O=[N+]([O-])c1ccccc1-c1nnc(SCc2ccccc2)o1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B934350>
CHEMBL4215703,,None,491.48,0,4.87,43,Cc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1ccc(Oc2ncnc3ccsc23)c(F)c1,IC50,'=',6900.0,nM,5.16,No Comment,,UO_0000065,10.5,0.20,0.29,5.21,0,CHEMBL4186567,Inhibition of EGFR (unknown origin) using FAM-labeled peptide substrate after 10 mins by mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL4184177,1,Scientific Literature,Bioorg Med Chem,2018.0,None,,,5.1612,Cc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1ccc(Oc2ncnc3ccsc23)c(F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B934510>
CHEMBL1944641,,None,470.02,1,5.76,13,Cc1ccc(-n2c(SCC(=O)Nc3ccccc3Cl)nc3sc(C)c(C)c3c2=O)cc1,IC50,'=',81600.0,nM,4.09,No Comment,,UO_0000065,8.7,0.18,-1.67,6.39,0,CHEMBL1947770,Inhibition of wild-type EGFR expressed using baculovirus expression system by ELISA,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1944545,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,None,,,4.0883,Cc1ccc(-n2c(SCC(=O)Nc3ccccc3Cl)nc3sc(C)c(C)c3c2=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B934820>
CHEMBL1348499,,None,331.76,0,3.48,1e,COc1ccc(Nc2nc(Cl)nc(NCc3ccco3)n2)cc1,IC50,'=',20900.0,nM,4.68,No Comment,,UO_0000065,14.11,0.28,1.20,5.50,0,CHEMBL1947771,Inhibition of EGFR T790M/L858R mutant expressed using baculovirus expression system by ELISA,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,P00533,"L858R,T790M",CHEMBL203,Epidermal growth factor receptor erbB1,Homo sapiens,SINGLE PROTEIN,CHEMBL1944545,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,None,,,4.6799,COc1ccc(Nc2nc(Cl)nc(NCc3ccco3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001B30B934890>
